User_ID,Assigned_Edge_Node,Old_Resource_Allocation,New_Resource_Allocation,Allocated_Bandwidth,New_Allocated_Bandwidth
1,5002,74.74790787039693,75.42678432719995,13600.441227486885,13205.521670131238
2,5001,75.18760322583704,74.75318443506349,12501.582481117062,13980.792027146192
3,5001,75.60347160260949,70.84895212166349,14798.807235387578,12163.696164694826
4,5001,73.48882044231163,66.07431444879624,13899.29982096231,11878.72897074108
5,5002,74.57749207083761,66.22855302792973,15499.019392114782,11594.331039801873
6,5002,75.00328884293411,71.49085884317677,12800.712421270877,16202.635083322955
7,5001,79.89893238819076,70.75615936645248,12500.79305331946,15987.978717666501
8,5001,79.91312439372237,76.21216835321363,12600.249217658566,13068.85149729691
9,5001,75.35543847234935,66.10456703878587,13699.694146978833,11938.470915460572
10,5001,74.66366374086344,65.99244326308697,14001.291963383388,12023.55462501264
11,5001,74.31043476795182,75.07641404120726,12801.41339801792,14988.46687982609
12,5001,75.65661947026042,66.12540376228647,14901.152204770377,11737.160410005312
13,5001,74.17587654658288,74.92915399486878,13099.564296080973,13068.799828976329
14,5002,72.14031203337744,74.91737217005287,12800.012758316709,14944.466321688702
15,5002,69.57296861409519,70.49134365816074,12298.122259116051,16132.57340328048
16,5002,74.40164006657787,74.64033542367116,12398.602925975332,15644.334658657797
17,5002,70.776907591123,75.37960477957344,12002.088514687595,13203.610774460354
18,5002,74.23923969140431,66.10840792611478,15001.061351438688,10745.208233724214
19,5002,74.30717365799418,74.88656050215899,15401.141507737437,12631.375905986244
20,5002,75.49355766095142,74.8335258995449,14000.78823794354,13263.312337706211
21,5001,75.6302964765895,70.31424596975734,12800.792422617307,16634.507802446038
22,5002,73.76761388519672,73.51764242959706,12801.018137609564,15405.56702031214
23,5002,74.71856987878833,74.89613785882162,14500.045955224105,12735.517555852088
24,5002,68.518740798524,74.25948202452854,12198.83272155029,13068.85149729691
25,5002,68.57807545090155,71.60829109547514,12101.45073354352,14493.967373837193
26,5001,68.3063249591578,75.24488391976907,13999.252094212688,13881.610797482852
27,5002,74.1873752388937,65.98387457622832,14799.591007661962,10587.029825916035
28,5002,75.7471525922097,74.97089606102736,13101.63995406622,13648.455625493623
29,5002,69.3653475003834,70.328114086778,12001.738448814238,15618.075315548716
30,5001,74.11057926588836,73.82161072321304,12500.877152812189,15798.080159634252
31,5001,75.39042060804489,70.06156583595317,12701.402166620375,16139.84390471569
32,5002,73.72037681773541,74.90592217369793,15800.521849490317,13730.883264130895
33,5001,80.34650175047598,71.02683382826382,12499.353643414475,15490.665626700735
34,5001,74.69899487161585,74.91715697056748,14300.413678808343,12764.810471519353
35,5001,75.44295626086394,74.91077365456178,14200.49852362362,12559.975669403564
36,5001,76.22217055687808,75.070456462646,14200.101344790142,13006.773490023625
37,5002,69.77581016742748,75.3189781147419,14000.95626185738,13392.969143536471
38,5001,73.7359166568565,70.50244513824698,12699.82829095156,16646.60672259963
39,5001,75.28740364503842,66.10681917408633,14000.249817315922,11588.86722863487
40,5002,75.91011056390681,74.7513723956946,12800.906889467566,14229.691743333473
41,5002,73.29611459247998,70.1534362698529,12500.499618043865,15455.832975341149
42,5002,74.63205543144876,71.36528130851252,12200.02824124848,15535.999605117435
43,5001,70.52469426247329,71.5888844977789,14998.970426505764,15900.81276341339
44,5001,74.37662776247366,75.27163195016348,12799.559261537352,13662.409597428541
45,5002,76.3351503366259,76.14426406589277,12499.877469907306,14329.416241588395
46,5001,75.81967992007623,66.11077344662989,14699.950211315689,10173.435176222953
