User_ID,Assigned_Edge_Node,Old_Resource_Allocation,New_Resource_Allocation,Allocated_Bandwidth,New_Allocated_Bandwidth
1,5002,74.74790787039693,74.92144260066067,13600.441227486885,13507.776103392001
2,5001,75.18760322583704,75.27366508809149,12501.582481117062,13431.365011596037
3,5004,75.60347160260949,70.77394877882261,14798.807235387578,12186.32475104511
4,5004,73.48882044231163,65.98153785361431,13899.29982096231,12068.158864571435
5,5003,74.57749207083761,74.56327532040751,15499.019392114782,12265.640336908595
6,5003,75.00328884293411,75.09859127132476,12800.712421270877,15077.053610931776
7,5001,79.89893238819076,70.81833128067146,12500.79305331946,15143.286222381374
8,5001,79.91312439372237,76.59773629799017,12600.249217658566,13622.956763008731
9,5004,75.35543847234935,74.92737762907288,13699.694146978833,12439.129740572826
10,5004,74.66366374086344,74.9039609279645,14001.291963383388,12638.208702002528
11,5001,74.31043476795182,75.11385970646245,12801.41339801792,14399.707548089618
12,5001,75.65661947026042,66.33653536986895,14901.152204770377,11993.348735772355
13,5001,74.17587654658288,74.83402532126418,13099.564296080973,14175.856922004978
14,5003,72.14031203337744,75.14124170616324,12800.012758316709,15341.305262553302
15,5003,69.57296861409519,74.93170697966521,12298.122259116051,14297.820792184957
16,5003,74.40164006657787,75.11465166942043,12398.602925975332,15050.144159335463
17,5002,70.776907591123,71.49215037431927,12002.088514687595,15076.131167731255
18,5002,74.23923969140431,66.2027830132635,15001.061351438688,11201.86867273294
19,5002,74.30717365799418,66.64402626800776,15401.141507737437,11556.752427653437
20,5002,75.49355766095142,66.10199301163668,14000.78823794354,11031.658790878024
21,5004,75.6302964765895,74.70602151870425,12800.792422617307,15583.94954753709
22,5003,73.76761388519672,75.10237040831149,12801.018137609564,15680.280738083185
23,5002,74.71856987878833,65.95911522694463,14500.045955224105,10852.002951469627
24,5002,68.518740798524,75.3325211206259,12198.83272155029,13974.748440883799
25,5002,68.57807545090155,76.63270934003636,12101.45073354352,13562.55247343292
26,5001,68.3063249591578,75.02377591436385,13999.252094212688,15380.468964278964
27,5003,74.1873752388937,74.85027315740861,14799.591007661962,12571.782412455865
28,5002,75.7471525922097,75.0431657111905,13101.63995406622,13189.468843564808
29,5004,69.3653475003834,71.48115764386132,12001.738448814238,14817.167037239558
30,5001,74.11057926588836,74.84968491392252,12500.877152812189,14640.937762887961
31,5004,75.39042060804489,74.63367302023478,12701.402166620375,15925.838009876114
32,5003,73.72037681773541,75.07121664225986,15800.521849490317,12580.072819978044
33,5001,80.34650175047598,71.59406763237996,12499.353643414475,15348.408275718684
34,5001,74.69899487161585,75.17091540329554,14300.413678808343,12712.716678887162
35,5001,75.44295626086394,75.070456462646,14200.49852362362,13041.813514562824
36,5001,76.22217055687808,74.88868002342969,14200.101344790142,12486.931007696785
37,5002,69.77581016742748,70.70307190990557,14000.95626185738,15715.23985198373
38,5001,73.7359166568565,74.69039047570806,12699.82829095156,15409.904768874725
39,5004,75.28740364503842,74.88685906170477,14000.249817315922,12607.963288195297
40,5002,75.91011056390681,74.98680178282804,12800.906889467566,14407.709586295376
41,5003,73.29611459247998,73.6436911482684,12500.499618043865,15425.009574518133
42,5002,74.63205543144876,77.43558687555335,12200.02824124848,14698.548965901395
43,5001,70.52469426247329,77.66549183081504,14998.970426505764,14854.482693255628
44,5001,74.37662776247366,75.33310557000911,12799.559261537352,13355.413677030487
45,5003,76.3351503366259,70.30622152239147,12499.877469907306,17056.797780978482
46,5004,75.81967992007623,74.72966857164408,14699.950211315689,12382.457415167008
47,5002,75.83259361302433,74.93610104366373,13699.6583849641,12640.291005663561
48,5002,73.50887114118174,74.91449631657353,14199.872341778046,12832.0481623549
49,5002,74.23625310715366,66.23790543449788,15199.62429259022,10669.671395961359
50,5003,74.30620065318318,75.10237040831149,12799.393010464424,15262.590215470475
51,5001,75.8994054623759,75.08905483630856,13199.854799813438,13696.536316290627
52,5001,59.071373486982864,76.81588735073369,12000.693253704312,16666.717283442755
53,5001,74.1965473991848,75.02550301620896,12500.859645951765,13068.85149729691
54,5001,74.92993297494733,70.94324920529232,13900.546177426368,12182.335986020475
55,5004,74.42991035029999,65.94452107154287,14200.626192607282,11936.633861919485
56,5001,76.00320955981807,75.20619477685705,12498.756004865778,13199.903211280407
57,5001,76.07454277934055,70.89151904609533,12500.048944630113,15228.173982879845
58,5003,72.22541663922911,74.84177708775015,12701.185744434471,15778.496297337962
59,5001,74.00723055384576,66.12921606274445,14999.124314083076,11081.999593902181
60,5002,75.34608346855565,65.94642256183553,15399.49092740154,11277.341560788229
61,5002,70.50583979189527,75.17816816470678,12300.427164019964,13657.247482785515
62,5003,73.61966777021655,65.93342011211627,13701.01090873966,11297.001047729313
63,5001,76.09676472435436,75.08832392845795,14500.425899167534,12459.907291760625
64,5002,74.12522620289275,74.94582215359088,14599.776916733215,12378.190441541032
65,5002,75.31546615022009,74.50699264595158,13099.867698049544,15364.826033734824
66,5002,69.31934593464581,70.42133677875974,12099.221306747277,15346.008990840044
67,5003,76.85571440429835,74.88007182114637,14401.140495938094,12626.615063792126
68,5001,74.05277444396177,75.08066226136849,13000.68424681618,14888.178563152513
69,5001,68.80555403558347,70.80825935152372,14001.258073606676,15829.310266835731
70,5001,74.81620056847969,74.88623854773805,15599.962791734184,13907.069602497266
71,5001,75.21653195567532,70.83188239234948,12999.06572140501,15673.098255929008
72,5003,74.87949335598445,75.07641404120726,12800.478706054815,15035.150743082737
73,5001,75.81531389307308,74.75866250791887,12500.423867593292,14449.458352706532
74,5001,74.45050266763661,75.11385970646245,12802.645353445394,14347.277790424318
75,5004,73.75985536409007,75.02408844493641,12999.302654194207,15820.696523274331
76,5004,74.79654639597938,74.81819293384619,13400.14105656657,15134.528305277996
77,5001,75.8262447959356,75.02871223524689,12400.06540955928,15123.973314590285
78,5001,73.54530612889603,75.09463707774628,12700.21456398453,15001.915420058167
79,5002,70.26153957389633,75.23913846154214,12301.61697880551,14241.504786214986
80,5003,75.79059361289708,75.08673375900314,12800.065469490755,15542.811371995698
81,5001,74.52584758968709,75.1856148263938,13099.102906002492,13694.108584142463
82,5004,75.38547989325079,73.6436911482684,12499.63880581475,15418.003540449516
83,5002,74.2107609846783,75.00577791486478,12599.441073729256,15051.733320146825
84,5001,75.15806514403795,74.97018721206328,13199.186118132417,13944.995842449387
85,5002,81.69432832343125,71.58385928751119,12501.953588679651,15106.075165772707
86,5002,76.35870723028704,74.94601297088964,13899.316474321204,12552.39138478094
87,5004,73.72383483903475,74.88939660089648,14798.930584375494,12970.23602861131
88,5004,74.06701556443544,73.82161072321304,12802.24095356976,15435.57642065815
89,5001,76.29682082789334,77.31134816676669,12199.929868870662,13068.85149729691
90,5002,75.20232289958003,75.08517569822934,13500.69777110736,12931.417578425284
91,5003,74.71378376650445,74.87451610930341,14601.34251187974,12548.490166816566
92,5004,73.76549566648444,75.05949307322354,12298.791553138566,15576.79305413697
93,5001,68.97531541421733,70.27797688672987,12200.121357181502,15256.64995184726
94,5004,75.12914587157798,66.03114350231914,15499.814017532715,10950.657528063117
95,5001,73.91736882879584,65.98010281837666,14400.935707904062,10947.423082753889
96,5002,73.8043756594064,74.89369935610267,14100.578195627051,12595.46954827571
97,5002,75.79913027645128,74.91218881992425,13200.207067055531,14238.976425696255
98,5002,75.90247952284659,75.11307044066231,13300.03269966994,14347.59076657651
99,5001,73.37683941334024,75.1345172306397,12400.110991811696,14405.948960118762
100,5003,75.60888426883376,74.91113021253909,14498.177250806224,12695.452082124615
101,5001,74.94585872424034,76.788922168224,12201.062353829238,14783.438914527816
102,5004,74.25205150050886,74.90398724366828,12498.23959935587,15029.028819330902
103,5002,73.49953475823061,65.92957021042047,14800.091234465735,11259.578965064773
104,5002,75.9217877103278,74.99332069343991,13099.343750657996,13832.338155035008
105,5001,75.52553754213227,75.22764253505838,12700.20500967375,13492.583988011418
106,5003,69.30048672662721,76.49048202677318,14999.311583866927,17253.540678713936
107,5002,75.94370965388403,74.58464542573995,13999.40958268431,12530.270462181732
108,5004,71.64803402067118,70.652546191486,12301.656743906768,15723.058703284212
109,5003,73.44269892918336,75.08673375900314,12499.700638716771,15599.794208722702
110,5001,76.43271214167653,75.11572356425192,12800.346051864586,15159.066901742295
111,5002,69.61387526775616,69.9146653411939,14998.891473943817,15875.469597589461
112,5003,78.44199367038583,77.5004892988772,12600.01284874903,15169.167234983048
113,5001,75.07085222571502,75.01638862805824,12599.467447878018,13068.85149729691
114,5001,74.80151517946366,74.91089006493459,14499.72619828623,12408.1763624001
115,5004,75.39116235093621,75.05147600584037,13799.919059612232,12528.885074200505
116,5001,75.28299386824612,75.11718459550202,13097.724345617604,14618.778178733408
117,5001,71.03666837882416,74.98612949200493,12101.192848592753,14696.154134393688
118,5003,72.99221592758123,77.87639107246348,12198.685760486089,14532.8207016221
119,5001,73.97897763913362,74.98629786327373,14198.262078911106,12519.540162177316
120,5002,74.09897239659342,75.07003969126889,12499.992241545668,15662.38851802161
121,5001,73.25736771726321,66.19118165285843,15299.52935248542,11333.672247334272
122,5001,74.95689494921405,77.11597245754469,12198.977797237398,13068.85149729691
123,5002,75.69805755927318,75.07641404120726,12698.448579130478,15031.150014853236
124,5003,75.33744298615882,75.07913015345592,12802.18675816692,15509.366777583366
125,5003,76.51186997766416,75.09195222613606,12999.25273807362,15751.646395246267
126,5002,76.20373125813293,74.84155919251992,12299.734713821035,14410.985971683474
127,5001,75.7625350812746,74.92913624109296,15699.653417034098,12881.993611711625
128,5001,75.58935885247334,75.08905483630856,13399.718138176211,13729.869738645846
129,5001,75.06850118373842,74.79418332717687,12900.164348747005,14135.703332138393
130,5002,70.09819412214817,70.60772583192232,12000.176694809152,14569.69606002932
131,5002,73.28340026952455,74.78263084964351,12798.812764426386,14272.285907948455
132,5003,72.77053854790108,75.0699738445394,13599.55185733185,13182.660723754261
133,5003,75.35470560021054,74.88580032254514,14800.074143377717,12737.127035116815
134,5002,70.87015652282145,70.45019312018471,11997.606120718185,14448.754411268297
135,5001,75.42891668495109,66.72894504699389,14999.64418353066,11421.987849743424
136,5002,79.13461751433864,70.0900691483553,12599.905454790543,16061.508227400058
137,5002,75.97292534148913,74.98981949680139,13301.426023490189,13604.544379344146
138,5004,74.35016051831029,73.57755258903615,12699.167313379225,15623.549138583228
139,5002,70.46029288088017,75.64502554353994,12200.156209620382,13900.331382147868
140,5001,75.94326938854861,75.29107786134453,12898.927923580626,13676.787200765602
141,5001,74.84411826204801,66.72894504699389,14798.361249397289,11756.10566171733
142,5003,75.53165925218339,70.14874311378755,12699.660447865996,17024.5723419557
143,5002,75.2672969530777,74.91742731410082,15299.396669012172,12603.229311045929
144,5002,70.37117917050111,71.06991720502096,12099.973090457344,14832.007064728205
145,5002,75.40391879923796,70.19077920135503,12500.218169894051,16089.5895429985
146,5001,76.00106092981346,74.88164780011036,12500.756997626711,14567.870364435103
147,5004,75.19314824999248,74.91742731410082,15300.214399739934,12691.707820004303
148,5002,73.92778490769659,74.93294225461972,14399.166477301267,12548.276389940806
149,5001,75.03513728384097,74.9324410230981,12899.957772469035,14752.043766581286
150,5002,75.6465063082749,73.48753400429153,12499.570309208704,15357.287820176345
151,5001,76.34738633182651,74.98668752031303,14999.40486040047,12442.806319815436
152,5003,74.4647678108714,75.88428403493987,12500.209942774169,15245.479947286542
153,5003,74.42617332507461,73.80678600630472,12700.230997382909,15050.721282222179
154,5002,76.18663240614252,74.88623854773805,15201.369404984893,12792.86294015564
155,5001,77.2319717966691,74.70348545358154,13700.196398856497,13902.23019557279
156,5003,75.16632996575015,65.89588327300173,14198.921654268896,12098.032861363085
157,5004,71.31740099885705,73.98661227055598,12000.53806243722,14135.307388159079
158,5001,74.10278770373455,74.93531154964128,13300.095448922624,13537.584523239253
159,5003,77.98140467489453,75.31332365497049,12299.51346312196,15407.507513365548
160,5004,77.24781083181857,74.9987616052537,13199.739111767723,15656.498988856556
161,5002,70.51341349133217,75.2909650471974,11999.390489730098,13849.361944612372
162,5004,76.0124207361421,74.8806483856019,12499.917884449467,15394.858844164064
163,5004,75.7910219501363,75.11465166942043,12800.896389037362,15110.631531096555
164,5002,80.53179090952881,70.73675349341008,12499.224403805363,15466.185299119667
165,5001,74.86229049531129,75.03450662711184,13099.970460947956,15293.716627186033
166,5001,74.2823159971462,74.82856630970474,12501.831169724408,15651.187866735523
167,5002,61.33993535991476,77.5004892988772,11998.976670489246,15270.693826148754
168,5003,73.25240933473317,75.070456462646,15800.309422279435,13075.315399215688
169,5001,74.3911937116994,74.95865590203798,12499.138008892263,14689.168217006967
170,5004,68.95602687899654,69.6791598229913,15002.45365815017,16032.466932247255
171,5004,79.07420873481195,76.83964271227431,12601.75040716778,15023.459885047552
172,5001,78.68506973643137,77.09511659675067,12601.11155633842,14806.055752065779
173,5002,74.82257407295329,74.84171963789548,15800.386822015782,12920.15065866938
174,5003,70.95714002696153,74.93373521176069,12300.378692569113,15119.803248156544
175,5004,74.70986594738763,75.13140669792521,12399.959129823055,15114.645805380082
176,5003,67.47788061813984,75.03328074558094,11999.753378891275,14207.369288706164
177,5004,80.18360829017782,77.68746044566485,12600.448705627916,15132.184813686721
178,5002,74.37866717945177,74.91441027679268,12300.95183794958,14459.25668696926
179,5001,75.39834355686692,75.22764253505838,12498.677310260597,13262.937453464194
180,5003,80.29400001776638,76.84756806969999,12599.472821560326,15099.022676156674
