User_ID,Distance_meters
1,1533.46
2,1204.54
3,2139.76
4,1757.57
5,2457.16
6,1202.96
7,1468.43
8,1309.89
9,1576.12
10,1806.97
11,1261.07
12,2194.64
13,1348.61
14,1259.46
15,1526.94
16,1343.64
17,1367.35
18,2214.48
19,2424.91
20,1727.73
21,1208.54
22,1207.68
23,1975.64
24,1422.89
25,1480.35
26,1581.58
27,2112.26
28,1403.68
29,1423.27
30,1195.31
31,1173.26
32,2761.66
33,1527.44
34,1874.49
35,1814.7
36,1847.03
37,1568.08
38,1173.82
39,1807.36
40,1201.21
41,1192.43
42,1546.63
43,1433.19
44,1143.94
45,1359.62
46,2081.57
47,1553.46
48,1759.61
49,2351.73
50,1159.53
51,1398.19
52,1441.69
53,1385.63
54,1735.6
55,1873.37
56,1231.45
57,1098.68
58,1114.25
59,2223.1
60,2494.75
61,1579.44
62,1667.96
63,2006.46
64,2153.18
65,1281.04
66,1497.52
67,1937.61
68,1547.72
69,1543.06
70,2468.52
71,1595.6
72,1257.04
73,1230.64
74,1237.53
75,1186.84
76,1396.9
77,1414.32
78,1268.79
79,1363.45
80,1288.82
81,1331.64
82,1221.13
83,1342.55
84,1422.25
85,1427.98
86,1699.05
87,2116.29
88,1147.13
89,1424.73
90,1459.78
91,2000.03
92,1296.61
93,1379.44
94,2518.61
95,1891.01
96,1762.28
97,1376.09
98,1353.52
99,1197.58
100,1988.02
101,1523.68
102,1258.44
103,2206.72
104,1313.88
105,1141.02
106,1532.96
107,1748.43
108,1452.26
109,1235.06
110,1206.12
111,1405.27
112,1267.19
113,1430.62
114,1959.24
115,1611.34
116,1314.36
117,1462.31
118,1516.82
119,1826.68
120,1173.01
121,2395.11
122,1480.22
123,1158.04
124,1291.05
125,1176.97
126,1275.42
127,2572.88
128,1400.51
129,1217.74
130,1301.59
131,1314.86
132,1529.24
133,2202.48
134,1377.36
135,2231.77
136,1237.18
137,1450.66
138,1155.82
139,1453.18
140,1226.77
141,2123.97
142,1103.66
143,2402.15
144,1227.74
145,1165.76
146,1238.18
147,2400.14
148,2018.07
149,1198.23
150,1221.74
151,2130.04
152,1416.33
153,1151.49
154,2311.91
155,1571.18
156,1867.09
157,1362.13
158,1418.49
159,1408.42
160,1465.35
161,1422.76
162,1241.88
163,1417.4
164,1436.36
165,1179.06
166,1315.58
167,1511.14
168,2581.87
169,1307.35
170,1495.76
171,1296.4
172,1320.64
173,2729.16
174,1447.94
175,1385.08
176,1401.38
177,1390.24
178,1429.57
179,1225.07
180,1286.58
181,1310.32
182,1343.19
183,2051.96
184,1557.97
185,1500.07
186,1908.64
187,1943.88
188,1531.91
189,1453.69
190,1492.99
191,1487.48
192,2279.66
193,1245.67
194,1514.64
195,2074.19
196,1015.99
197,1609.59
198,881.192
199,2270.7
200,1238.65
201,1220.05
202,2568.17
203,1196.65
204,1555.2
205,1391.67
206,1449.28
207,1634.16
208,1569.48
209,1487.46
210,1736.3
211,934.952
212,1684.26
213,2658.49
214,1429.53
215,2165.04
216,1210.2
217,1232.61
218,1588.18
219,2309.37
220,1505.6
221,924.573
222,1470.79
223,1601.79
224,1185.13
225,1414.98
226,1349.78
227,1352.67
228,1450.9
229,2337.69
230,1562.35
231,1351.82
232,1645.25
233,1072.21
234,1375.87
235,1807.38
236,1552.97
237,2335.15
238,1506.04
239,1238.94
240,2366.25
241,1361.59
242,1841.79
243,1304.98
244,1503.67
245,1340.46
246,2533.34
247,2313.63
248,1221.34
249,2118.79
250,1395.68
251,2690.8
252,1211.02
253,1350.65
254,2546.24
255,2673.44
256,1605.86
257,1257.47
258,1260.74
259,2214.46
260,1397.1
261,1274.53
262,1320.38
263,1266.76
264,1556.95
265,1333.38
266,2151.98
267,1469.64
268,1468.01
269,1843.74
270,1170.86
271,1254.7
272,1403.18
273,1564.05
274,2250.39
275,1249.82
276,2499.29
277,1640.81
278,1027.49
279,1530.67
280,1255.1
281,1506.58
282,2449.7
283,1325.99
284,1642.46
285,1146.7
286,2180.42
287,1393
288,1403.55
289,1583.6
290,2534.56
291,1659.48
292,1631.85
293,1349.98
294,1251.69
295,1340.71
296,1200.57
297,1304.41
298,1424.33
299,1604.48
300,1256.59
301,1467.46
302,1415.49
303,1319.74
304,1346.52
305,1678.96
306,2353.97
307,1362
308,1712.87
309,1242.15
310,1368.61
311,1843.4
312,1212.43
313,1349.54
314,1374.25
315,1362.5
316,2112.23
317,1294.39
318,1644.18
319,1567.04
320,1316.99
321,1333.23
322,941.13
323,2225.83
324,1441.92
325,1308.35
326,1423.69
327,2629.94
328,1326.42
329,2315.41
330,1296.21
331,2416.04
332,1365.88
333,1359.6
334,1485.04
335,2096.8
336,2405.96
337,1308.94
338,1810.94
339,1835.46
340,1135.17
341,1293.15
342,1972.15
343,1316.38
344,1744.26
345,1487.49
346,1275.05
347,1397.45
348,1279.26
349,1574.68
350,2672.12
351,2003.71
352,1302.9
353,2102.32
354,1224.72
355,1208.26
356,2375.59
357,1257.59
358,2193.7
359,1203.05
360,1505.63
361,1359.59
362,1370.88
363,1386.45
364,1198.34
365,2253.52
366,1282.87
367,1345.65
368,1536.31
369,1314.35
370,2724.13
371,1286.78
372,1847.66
373,1327.59
374,1390.16
375,2574.26
376,1538.06
377,2453.16
378,1248.83
379,1504.32
380,1313.79
381,1105.14
382,1325.98
383,2110.36
384,1399.24
385,1516.18
386,1223.78
387,2722.3
388,2245.29
389,2034.23
390,1378.45
391,1214.37
392,1688.41
393,1272.25
394,1603.41
395,1560.1
396,1325.04
397,1477.47
398,1266.62
399,2631.55
400,2081.03
401,2715.02
402,1262.28
403,1447.48
404,2284.24
405,1916.83
406,2562.19
407,891.725
408,2135.86
409,1888.52
410,1291.26
411,1261.63
412,1742.09
413,1580.38
414,1982.11
415,1503.02
416,1242.76
417,2535.66
418,1298.89
419,1415.35
420,1394.08
421,1430.31
422,1309
423,1327.62
424,2049.76
425,2462.19
426,1183.48
427,1479.88
428,1405.16
429,1626.09
430,1486.18
431,1547.78
432,2283.91
433,1968.25
434,1567.32
435,1492.53
436,1333.11
437,2326.35
438,1290.28
439,1378.58
440,1457.33
441,1190.63
442,1176.01
443,2536.43
444,1284.57
445,2007.64
446,1323.52
447,2111.28
448,1262.29
449,2110.04
450,1457.52
451,1235.85
452,1354.09
453,1269.3
454,2518.57
455,1695.77
456,2123.91
457,1530.39
458,2229.69
459,2054.28
460,1431.83
461,1173.11
462,2120.76
463,1237.19
464,2394.67
465,1375.3
466,1706.22
467,1680.38
468,2375.64
469,2150.38
470,1073.08
471,1602.77
472,1605.57
473,1526.5
474,1465.11
475,2177.71
476,1511.97
477,1312.31
478,1786.9
479,1271.03
480,1505.87
481,1418.36
482,1654.29
483,1272.13
484,1440.7
485,1381.15
486,2285.22
487,1484
488,1814.08
489,1466.34
490,1522.86
491,2414.32
492,1474.55
493,2689.53
494,2321.58
495,1465.82
496,1595.99
497,1330.6
498,2149.42
499,2029.78
500,1442.04
501,2065.91
502,2549.27
503,2423.33
504,1602.98
505,1526.62
506,1788.39
507,2416.66
508,1435.42
509,1610.09
510,2683.14
511,1190.98
512,1296.16
513,1330.89
514,2710.15
515,2176.99
516,1402.69
517,1317.73
518,1135.88
519,1963.23
520,1539.6
521,1471.73
522,1497.19
523,1357.54
524,1377.43
525,2503.79
526,2084.93
527,2622.29
528,1491.12
529,2509.93
530,1363.52
531,1559.91
532,1343.74
533,1453.25
534,1284.15
535,1336.87
536,1404.58
537,1531.87
538,1398.75
539,1381.39
540,2322.68
541,1496.94
542,1718.47
543,2605.7
544,1800.03
545,1237.99
546,1253.45
547,2145.7
548,1709.1
549,1333.76
550,1409.58
551,1638.05
552,1972.92
553,1602.47
554,2019.45
555,1269.63
556,1234.14
557,1254.65
558,1709.98
559,2387.07
560,2530.45
561,1514.46
562,2305.48
563,2433.7
564,1788.88
565,2038.09
566,2028.59
567,2394.71
568,1475.95
569,1351.08
570,1569.82
571,1484.28
572,1336.58
573,1432.55
574,2547.57
575,1202.56
576,1436.16
577,1306.85
578,1228.77
579,2362.75
580,1836.99
581,1400.65
582,1265.85
583,1269.73
584,1222.67
585,2226.77
586,2535.12
587,1261.33
588,1332.93
589,1187.24
590,1429.74
591,1128.82
592,1299.09
593,1382
594,1510.74
595,1910.24
596,1420.61
597,1924.91
598,1582.84
599,2127.14
600,2122.72
601,1713.73
602,1677.76
603,1128.63
604,1211.78
605,2243.63
606,1599.63
607,1347.04
608,1147.63
609,1453.52
610,1524.86
611,1420.16
612,2676
613,1491.11
614,2303.42
615,1191.43
616,2497.32
617,1522.99
618,2348.52
619,1272.33
620,1499.11
621,2535.03
622,2118.33
623,1306.34
624,1250.99
625,1535.19
626,1204.56
627,1937.22
628,1681.24
629,1596.53
630,1807.19
631,1204.18
632,1705.66
633,1985.12
634,2537.54
635,1281.56
636,1389.07
637,2244.4
638,2234.81
639,1261.49
640,2247.35
641,2102.42
642,1288.32
643,1577.38
644,1378.55
645,1421.81
646,2193.28
647,2591.89
648,1481.12
649,2209.64
650,1374.97
651,1385.34
652,1381.08
653,1346.23
654,1280.78
655,2231.56
656,1322.44
657,1815.75
658,1647.25
659,1531.13
660,1330.77
661,1278.34
662,1515.39
663,2262.39
664,2352.01
665,1547.79
666,1453.45
667,1176.19
668,2110.17
669,1469.99
670,1241.28
671,1399.82
672,2715.65
673,2640.44
674,1374.15
675,2716.5
676,1927.99
677,1340.82
678,2424.13
679,1311.86
680,1363.12
681,1621.32
682,1579.58
683,2347.11
684,1399.88
685,1442.44
686,1734.74
687,1507.55
688,1272.98
689,1341.66
690,1392.75
691,1288.68
692,1540.91
693,1450.65
694,2174.9
695,1268.08
696,1298.58
697,2005.9
698,1304.38
699,1660.48
700,1320.38
701,1406.3
702,2256.77
703,2502.21
704,2440.06
705,2144.07
706,1574.18
707,2358.48
708,1460.4
709,1774.92
710,2516.4
711,1500.67
712,1326.07
713,1968.57
714,919.39
715,1395.25
716,1344.51
717,1299.71
718,1341.98
719,2369.78
720,1236.9
721,1927.61
722,1413.99
723,1640.23
724,1211.01
725,1469.58
726,1244.54
727,1768.64
728,2412.99
729,1114.32
730,1280.46
731,1761.14
732,1508.29
733,2623.18
734,1408.37
735,2262.65
736,1481.06
737,2486.34
738,1319.34
739,2538.58
740,1456.1
741,2259.04
742,2541.18
743,1417.59
744,2045.77
745,2222.36
746,1187.98
747,1535.08
748,1490.01
749,2140.9
750,1309.57
751,2095.69
752,1646.24
753,2673.36
754,1556.79
755,1285.68
756,1422.44
757,2279.31
758,1490.27
759,1254.94
760,1331.31
761,1358.44
762,1187.33
763,2263.78
764,1338.81
765,1127.42
766,1218.34
767,1504.12
768,2263.4
769,1270.52
770,2301.82
771,1407.57
772,2215.36
773,2280.41
774,1448.82
775,1320.42
776,1385.24
777,1262.13
778,1692.16
779,1309.39
780,1444.17
781,2134.05
782,1210.31
783,1331.67
784,2202.75
785,2276.99
786,1623.42
787,2164.12
788,1260.74
789,1473.64
790,1184.53
791,2252.36
792,1251.32
793,2183.82
794,2654.39
795,1239.46
796,1817.52
797,1410.78
798,1474.79
799,1180.35
800,1283.44
801,1161.42
802,2255.65
803,1222.73
804,1137.35
805,1859.86
806,1576.67
807,1386.95
808,1289.95
809,2610.35
810,1211.01
811,1540.09
812,1390.16
813,2148.45
814,1244.02
815,1310.08
816,1198.35
817,1958.14
818,1238.4
819,1512.71
820,1149.94
821,1328.22
822,1848.9
823,2639.24
824,1334.23
825,1942.17
826,1316.94
827,2015.78
828,2201.72
829,1562.56
830,1342.43
831,1435.27
832,1264.59
833,1752.78
834,1429.48
835,1970.74
836,2576.62
837,1291.32
838,1510.11
839,1441.98
840,1609.5
841,1467.46
842,2413.1
843,2131.65
844,1356.68
845,1173.49
846,1246.05
847,1568.76
848,1163.57
849,1529.62
850,1447.96
851,1179.43
852,1233.42
853,1534.46
854,2486.35
855,1466.31
856,1513.43
857,1995.17
858,2579.71
859,2290.02
860,1267.99
861,2138.17
862,1362.88
863,1404.28
864,1364.79
865,1364.2
866,1318.36
867,1193.05
868,1945.9
869,1271.41
870,1292.58
871,1541.75
872,1621.24
873,1234.89
874,1120.24
875,1713.21
876,2282.93
877,1380.63
878,1301.69
879,1824.62
880,1289.7
881,1296.13
882,1542.04
883,1299.92
884,1118.15
885,1485.94
886,1847.93
887,2351.79
888,2546.09
889,1643.85
890,1358.42
891,1188.83
892,1352.44
893,1410.27
894,2427
895,1254.28
896,2565.75
897,1652.3
898,1949.63
899,2099.31
900,2398.4
901,1295.51
902,2089.55
903,2491.26
904,1417.48
905,1298.02
906,2156.31
907,1264.21
908,1561.95
909,1595.03
910,2545.73
911,1355.88
912,1840.08
913,1251.46
914,2042.99
915,1447.07
916,1773.71
917,1519.2
918,1331.84
919,1612.03
920,1393.27
921,2083.44
922,1500.21
923,2086.35
924,1203.03
925,1345.63
926,2037.68
927,1164.24
928,1386.54
929,902.441
930,1938.76
931,2524.58
932,1480.95
933,2014.59
934,1459.12
935,1233.23
936,1925.57
937,1132.56
938,2288.61
939,1522.94
940,2053.23
941,2413.14
942,1187.58
943,1093.92
944,1342.25
945,1267.57
946,1249.5
947,1200.78
948,1465.61
949,1321.3
950,2048.22
951,1496.83
952,1288.95
953,1635.89
954,1290.86
955,1500.32
956,1252.31
957,1290.46
958,1266.7
959,2491.14
960,1517.52
961,970.305
962,1222.24
963,1287.57
964,1630.86
965,2075.86
966,1675.69
967,1328.56
968,1540.06
969,2452.59
970,1456.26
971,1964.01
972,2592.12
973,1319.18
974,1295.29
975,1511.82
976,1489.67
977,1324.75
978,1425.63
979,1474.16
980,1817.96
981,1485.11
982,1370.28
983,1773.34
984,1751.39
985,1726.72
986,1178.98
987,1894.32
988,1429.34
989,1167.32
990,1225.81
991,2525.12
992,1102.34
993,1813.05
994,2625.5
995,2460.85
996,2551.24
997,2369.48
998,2540.43
999,1938.26
1000,1269.15
1001,1154.98
1002,1597.64
1003,1436.53
1004,1751.61
1005,1644.09
1006,1309.55
1007,1309.37
1008,2069.23
1009,1356.61
1010,1335.47
1011,2376.73
1012,2388.69
1013,1536.79
1014,1424.63
1015,1365.9
1016,1400.09
1017,2156.41
1018,1311.3
1019,1990.3
1020,1524.04
1021,1455.74
1022,1385.7
1023,1354.04
1024,1181.13
1025,1974.58
1026,1795.68
1027,1779.03
1028,1562.65
1029,1838.71
1030,2154.18
1031,1557.16
1032,2718.98
1033,1549.66
1034,1401.09
1035,1316.27
1036,1217.75
1037,1642.25
1038,1726.46
1039,1870.99
1040,1446.4
1041,1509.93
1042,1212.86
1043,2351.91
1044,2261.17
1045,1525.26
1046,2076.64
1047,1620.37
1048,2438.2
1049,1525.65
1050,1573.82
1051,1512.56
1052,2088.15
1053,890.007
1054,1700.69
1055,2237.37
1056,2093.59
1057,2273.11
1058,1215.16
1059,2431.36
1060,2459.25
1061,1848.6
1062,1261.27
1063,2292.89
1064,1350.47
1065,1342.11
1066,2329.51
1067,2288.76
1068,1617.89
1069,1964.23
1070,1456.01
1071,2001.31
1072,1707.16
1073,2467.28
1074,1445.54
1075,2259.91
1076,1957.55
1077,1135.03
1078,1631.57
1079,2482.57
1080,1348.47
1081,1399.25
1082,1461.37
1083,1403.09
1084,1492.98
1085,1179.61
1086,1279.96
1087,1386.98
1088,1188.67
1089,1262.05
1090,2268.4
1091,1287.92
1092,1346.59
1093,1661.66
1094,1304.49
1095,2533.07
1096,2123.43
1097,2521.82
1098,1539.58
1099,1580.09
1100,1548.64
1101,1482.67
1102,1598.01
1103,1259.08
1104,2326.58
1105,1518.71
1106,1182.02
1107,1395.36
1108,2034.29
1109,1622.2
1110,1326.75
1111,2366.2
1112,1213.93
1113,1398.03
1114,1303.97
1115,1242.25
1116,1761.37
1117,1585.39
1118,2171.72
1119,1389.11
1120,1496.75
1121,1851.88
1122,1373.49
1123,1450.06
1124,1418.89
1125,1363.33
1126,1426.58
1127,1385.88
1128,1291.28
1129,2280.89
1130,2303.36
1131,1368.74
1132,1480.28
1133,1144.8
1134,1319.2
1135,1283.36
1136,1260.2
1137,2333.71
1138,1489.52
1139,1323.19
1140,1830.17
1141,2144.56
1142,2065.92
1143,1272.81
1144,1430.68
1145,1304.62
1146,1235.21
1147,2501.72
1148,1345.12
1149,1522.33
1150,1350.01
1151,1349.3
1152,2468.15
1153,1348.59
1154,1439.43
1155,1381.8
1156,1463.95
1157,2090.27
1158,2152.21
1159,2126.13
1160,1348.2
1161,1354.73
1162,979.204
1163,2348.17
1164,1515.83
1165,1904.99
1166,2614.66
1167,1364
1168,1998.45
1169,1199.36
1170,1837.07
1171,1325.9
1172,1236.05
1173,2566.43
1174,1349.34
1175,2144.94
1176,2096.14
1177,1440.38
1178,977.856
1179,2399.67
1180,1378.68
1181,1437.91
1182,1262.61
1183,1216.31
1184,1333.05
1185,2240.52
1186,1407.79
1187,1268.15
1188,2292.82
1189,1354.69
1190,1586.11
1191,1271.35
1192,1369.76
1193,1358.86
1194,1226.91
1195,1257.19
1196,1218.73
1197,1268.77
1198,1394.75
1199,1940.92
1200,1242.12
1201,1655.96
1202,2320.55
1203,1387.65
1204,1465.36
1205,1527.51
1206,1209.84
1207,1405.23
1208,1975.31
1209,1607.95
1210,1335.22
1211,1819.81
1212,1312.06
1213,1685.59
1214,1443.58
1215,2190.43
1216,1367.43
1217,1867.01
1218,1291.48
1219,2086.17
1220,2428.86
1221,1203.86
