User_ID,Application_Type,Network_Slice,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation,Distance_meters,x_coordinate,y_coordinate,Assigned_Edge_Node,New_Distance,Updated_Signal_Strength,Updated_Latency
1,2,eMBB,-75.15502604923918,46.49280850147592,1999.5852572796105,1998.5402600899463,69.73281096530062,2324.65,41.083448946077965,9.616921173788498,5003.0,531.8879469080985,-51.217490903155884,15.380934127513896
2,7,eMBB,-96.60250924071876,43.47699574033887,2598.095820080698,3000.74418653814,71.42733963162915,2173.87,39.802678224853764,-6.882912807525798,5003.0,1150.8064082876012,-81.87819685569784,26.98274030412061
3,1,URLLC,-60.643157087579446,5.4727681950410085,799.1222245478964,900.6905526576143,70.03736070331209,273.64,-5.58947658776863,-4.136797623154976,5001.0,919.0073655939499,-83.09560407187266,13.577243638554412
4,4,URLLC,-42.49879372810707,46.38837593330633,6300.504568061814,6600.096466476644,80.74391060987848,2319.42,-11.280345941736158,-46.40784241444564,5002.0,748.8517331464302,-31.675310308413938,19.868793643195456
5,10,mMTC,-111.65484951104096,1.271437782217703,99.36838970286432,100.01516715048923,70.13457840537743,63.6274,-1.4851762201980279,-2.0660334666446687,5001.0,989.7432307120495,-227.9113559456979,9.958728329063407
6,1,URLLC,-68.99548560408581,8.986904584931374,1201.4203153306123,1301.6772779581363,80.95036451614179,449.349,5.039317524863861,3.514472548244825,5001.0,1158.866551544347,-88.26684108688886,18.289311933401954
7,0,eMBB,-116.58835037594892,71.34352508988252,409.03473963455446,410.7699366732817,59.96978768227191,3567.25,16.837821225077036,-69.52264444053294,5002.0,1741.9003552031884,-96.76415207655428,41.67464268197285
8,1,URLLC,-61.24014079256231,7.069284418624792,800.6702576944299,900.9023019807051,69.13752752193274,353.466,4.849132652722929,-6.7417305083010035,5001.0,1405.1245327927822,-87.67416633132422,19.90218841375455
9,2,eMBB,-75.0470914788727,45.612082202955,2000.956106988539,2000.4219232844227,71.42295826698148,2280.61,38.31054455060749,-20.821723850178685,5003.0,1824.6744231133096,-70.81883841017806,38.58608072091833
10,6,URLLC,-79.37797848110738,28.3493681771996,10499.138576399117,12300.135351980336,69.62668119602068,1417.48,-23.57034628889498,-16.57843062060111,5001.0,1454.3825480378266,-79.91017474056389,28.901119798947388
11,6,URLLC,-67.8437692453254,26.057948924355653,11200.573221609451,12499.047236421728,75.46084303414082,1302.9,14.476283347541582,-22.683005703059507,5002.0,1139.3769858105418,-65.51890365223296,23.564460306778532
12,1,URLLC,-50.55315332630011,3.223385181740185,598.5825151411835,599.8938320771821,71.68737858891762,161.17,-1.068732400953607,-5.991461246546677,5001.0,1146.5689951188147,-84.19734698726522,14.041037391505837
13,4,URLLC,-73.74293652706221,20.65154538017036,2901.135157931656,3198.1086450679086,81.6544919907633,1032.58,18.4339267771379,0.19494813527937538,5003.0,1015.5411976039975,-73.42460610715139,20.39543318691838
14,5,eMBB,-78.12273992845662,33.92729249164288,4300.871928080923,4797.968554659986,85.61552107181512,1696.37,26.992040141529273,13.193474399008196,5003.0,272.7605604228016,-48.574162802045976,8.614794971984
15,6,URLLC,-44.90815036923793,44.905801824114754,13700.756515742078,14999.874663258774,74.54050424588462,2245.29,17.845674894096234,36.10047601925103,5003.0,1376.9960099856908,-39.54729927916554,31.120576617260305
16,10,mMTC,-104.23595564669388,14.250865926813198,301.01785082404416,298.97150919935484,68.57857557224978,712.577,-12.99593515988866,-7.975171829226298,5001.0,955.6009397663771,-112.50017344887044,17.75925855146876
17,7,eMBB,-87.88014889080262,30.83262383501112,3998.8440180939215,4300.942949203515,69.87058049180573,1541.64,8.335608175750323,-31.259605845930807,5002.0,588.1035915212398,-68.4026942425645,14.966271884191324
18,5,eMBB,-79.88450238257373,30.994527627505978,4398.410003658018,4898.622375982771,84.9513671035138,1549.73,25.345214332135427,-16.164081487385545,5003.0,1593.7108720579567,-80.46785838643125,31.651926106008876
19,2,eMBB,-76.38515278480347,43.97619347460996,1999.9726035784367,1998.5615031232312,69.2988531066069,2198.82,11.312475552806703,-43.619932076965654,5002.0,571.8659312411021,-53.819063147782835,16.015704381607748
20,2,eMBB,-75.71575101876594,45.38211872413939,1999.507244161516,2001.09262237977,70.08667957137695,2269.11,34.699782409079546,21.362295515388027,5003.0,411.8648514520332,-48.58475550155876,12.619994145902142
21,1,URLLC,-57.25850660394375,6.288353887255708,697.5478955859337,899.4435044285622,71.20931368975258,314.419,-3.858499079978074,2.165949131403636,5001.0,756.129195254112,-71.93209268911176,12.14373812079983
22,2,eMBB,-76.29825872169371,44.93944208566118,1998.3006571856824,2000.935299564382,71.05064154357288,2246.98,-41.299745617082856,-13.590093198037778,5001.0,1849.995850852732,-72.537607794791,38.84242511059078
23,7,eMBB,-112.06433013826036,57.82806693908049,1000.0090914590804,1399.4719455666425,71.51433328794865,2891.46,9.034902500298358,-57.956294592713604,5002.0,1020.1716224102793,-85.47359536266158,26.473155621577718
24,9,URLLC,-81.70643281237992,19.906744714847385,98.23983318158932,121.23269648335769,79.96804512533014,995.345,4.327365849224378,-21.473783756741,5002.0,968.7927389825302,-81.13404555708563,19.507120829792292
25,3,mMTC,-103.07342344784423,99.51513934009418,0.6064290955900755,1.9877356891167155,75.50445104169931,4975.79,-85.75969533060206,-41.503419905154615,5001.0,4614.058712550177,-101.07044548342155,94.03834138555396
26,9,URLLC,-80.03071766264655,17.728371977548345,99.98598779029322,119.99342696321813,80.38585610727966,886.426,15.586211942605928,-6.425631903609286,5003.0,1370.3664639152596,-89.62872381050632,24.57901827342575
27,2,eMBB,-75.60758115276055,44.068260840267,2000.0985893373445,1999.1034918425487,70.89808092971607,2203.42,34.00459877528402,20.140394154099255,5003.0,340.0008332232775,-46.50983992471019,10.849580139191772
28,3,mMTC,-102.11319217359257,103.91280494499958,4.375312907663033,5.09873339525508,73.8759451187563,5195.67,88.15737750046722,37.695907170636474,5003.0,3246.6662700466477,-90.36262453483157,73.03249461392883
29,5,eMBB,-107.38804417230747,55.846994555804784,1798.6387545773964,2298.640564940552,84.41002965359179,2792.39,25.273335430696335,43.996106059958635,5003.0,1597.8818710808953,-92.88033380836065,36.74313874954593
30,10,mMTC,-112.58190075386148,0.0194305962437212,100.50231907885929,101.33311084256748,70.16246365423557,1.03058,-0.6129628997890251,-2.888769839474307,5001.0,1052.8618606661128,-682.1563002058072,3.5111823955756876
31,6,URLLC,-70.61229197570927,26.24617062698008,10200.124907432277,12600.61537124353,80.5287275694339,1312.31,21.30458732099092,8.448786301657137,5003.0,639.8605103154864,-58.58318973851008,15.314492172939145
32,9,URLLC,-81.70251811405404,20.46557058164717,99.49524002240936,120.55116949906105,78.98200284556965,1023.29,18.277758919754106,-5.880830161713632,5003.0,1259.5315994302814,-86.23630298231184,23.915618144525148
33,0,eMBB,-94.45476655945666,45.05260245242725,638.8469124272489,640.661994666969,58.52211768320453,2252.65,-13.007387376020333,38.74783812971546,5001.0,1475.6122960259386,-84.6167422532,32.80415025205184
34,2,eMBB,-74.94753037536292,45.805533443377165,2000.2509018185103,2000.0039748723727,69.93794746251112,2290.28,40.14990794989569,-16.328735065238064,5003.0,1620.5644686824037,-68.50141414151253,35.33875493561411
35,7,eMBB,-81.19261143336517,29.593304828066785,4002.021866832802,4400.301616495873,69.84574355258765,1479.67,-0.7003041491930588,-31.539252399382917,5002.0,446.60614676786105,-59.46399251996939,12.050729504563167
36,5,eMBB,-103.43919350887832,54.31149227205701,1799.4041342835778,2299.6847537221206,86.4408014356987,2715.61,43.980712755564184,-27.934297603166456,5003.0,2253.6639740467713,-98.54413556432871,47.223487611105114
